run,epoch,sample,seconds,full_snr,lsd,band_lo,band_hi,band_snr,mag_ratio_db,mag_l1_db,phase_mae_deg,phase_coherence,complex_corr
V16.2,7,0,2.972154195011338,17.232581101666778,8.57753308630535,1500,2500,16.423208058465537,1.7512334346259602,3.6807907016669983,2.7530051060566345,0.9952323791029299,0.9887714140543798
V16.2,7,0,2.972154195011338,17.232581101666778,8.57753308630535,2500,3500,11.017925469673411,1.6630310516971545,3.9298727997694067,5.364035373902274,0.9816674282130207,0.964596028053651
V16.2,7,0,2.972154195011338,17.232581101666778,8.57753308630535,3500,5000,3.9771944761857903,1.5743938042054535,5.335195273663644,16.941476712749314,0.876533497271379,0.8028646832748546
V16.2,7,0,2.972154195011338,17.232581101666778,8.57753308630535,5000,7000,7.336356366219667,-1.4695690886331234,7.116806466365874,10.064456998680564,0.950633726588222,0.911777350044839
V16.2,7,0,2.972154195011338,17.232581101666778,8.57753308630535,7000,9000,4.700188067485895,-1.7218711719202695,6.63233359978598,14.398006590412484,0.8873577795361358,0.8352219364898172
V16.2,7,0,2.972154195011338,17.232581101666778,8.57753308630535,9000,11025,-1.7779260725113297,-0.74607398480208,8.00842790773083,85.62163100486049,0.06746357458151866,0.04947624851478882
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,0,250,22.46927651082897,2.52250839274137,5.3139430734857305,0.7540681646240872,0.9992791155164252,0.9971992967454693
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,250,500,31.77545493820343,0.12617871097131853,1.151222962672713,0.4418705735043176,0.9998762792635276,0.9997489173032762
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,500,1000,22.47457166686367,0.5078815062402604,2.108530610555025,1.1698666663862696,0.9985178769175411,0.9972418559469182
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,1000,1500,24.435578090282707,0.502237470203373,2.0380528966225784,1.6100325238527062,0.9990490304737557,0.9982063924499112
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,1500,2500,23.11042954455626,0.4191094257925544,2.0897258713164426,1.7084757423742132,0.9987621248417244,0.9976277185110446
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,2500,3500,14.437261265258691,0.3127446381626114,1.9077288814467586,3.6922392756574114,0.9902346516650097,0.9818926653669194
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,3500,5000,9.040884600826253,-0.17921439301496336,3.1447589306236847,8.153691628275123,0.9611122814840231,0.9367376206782273
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,5000,7000,2.6965135050707083,-0.5830898060958265,6.879766910167887,28.444917935117264,0.7879087091216828,0.6983137909441424
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,7000,9000,-1.4215368307103005,-0.312291438811839,6.551599845696822,75.17809692623378,0.19238338922578835,0.15152045556169708
V16.2,9,0,2.972154195011338,21.525181143467123,7.652647793884247,9000,11025,-1.826998043922696,-1.2418967558616798,7.239126243855987,94.56134580273307,0.07196747220970623,0.056009080708430574
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,0,250,20.8830814363857,2.7789202256142023,5.696942622987483,0.9622461145484491,0.9992211825441019,0.9962394532608434
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,250,500,27.010751485677396,0.9798701338085394,2.04684486536124,0.6955205072157816,0.9997550894168387,0.9994329279229008
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,500,1000,22.703801327509655,1.6500466297413565,3.209984609598459,1.0700225016330396,0.9990750952712202,0.9979452461960452
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,1000,1500,21.96861509187108,1.896828648861313,3.6236437119110945,1.251903213711695,0.9986893218929612,0.9969250553107172
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,1500,2500,15.579550540610608,1.0692934445719877,3.172398487522015,2.276160790764023,0.9928964322252398,0.9862340839778629
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,2500,3500,11.547385212268843,0.2607436228046307,2.5679801270886773,4.287086855687477,0.9801617595315689,0.9644070170356568
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,3500,5000,14.003332820462774,-0.14891049300752776,2.643649148442035,4.099868097838222,0.9907348753905021,0.9811507540343498
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,5000,7000,8.479031738592505,-0.9866703049364376,6.384136842419676,8.986957990822651,0.9581691699283227,0.9274416926030481
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,7000,9000,6.279256992968152,-0.9853837296610546,5.950854579784674,11.556630634262563,0.9142984982664266,0.88041997369026
V16.2,11,0,2.972154195011338,21.461496647807472,7.487018492186837,9000,11025,-0.8960274529948798,-0.8209384454582436,7.01513896083241,67.02984359805068,0.30764754369032143,0.24918522744416047
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,0,250,20.74799953915509,3.3188980687537195,5.783934742735985,1.1093682575014874,0.9990579297532397,0.9957837338120661
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,250,500,31.727274513549514,0.2723618932909829,1.47847806631715,0.4436713005190292,0.9998608880260723,0.9996905583719744
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,500,1000,27.52025470198909,0.3103880233595117,2.122546034672803,0.8685151691374633,0.9995900643394011,0.9991426589490017
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,1000,1500,25.99406720057367,0.6492129726794,2.5663686710440237,1.3182795145058899,0.9993114592067865,0.9987452861506256
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,1500,2500,24.152001193978055,0.08038130300236236,1.9156448560535098,1.1573571462171943,0.9991049413604322,0.9981314965505492
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,2500,3500,16.35976580935841,0.32147882924912075,1.70048227058084,2.684934351930543,0.9939655265102952,0.9889065797134334
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,3500,5000,16.8139704774468,0.24448931505286955,1.7761736627446914,3.2175878308028114,0.9942913692825918,0.989570679022001
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,5000,7000,12.085645551602546,-0.13865272835269868,6.242022027463973,4.33714882156662,0.9806545462134677,0.969255756103426
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,7000,9000,11.355177942652318,-0.11996806454316342,6.248402761454575,3.7474967843879043,0.9720975999555878,0.9632850097246387
V16.2,13,0,2.972154195011338,22.001818793577876,7.157121896638234,9000,11025,1.1605814720875494,-0.39895081136316357,6.70128295807719,35.95906944499199,0.6611356795024219,0.5848707073033442
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,0,250,10.686211797907001,3.008320404357106,7.370180031468468,1.3871764476584543,0.9976187356100038,0.9599108324953993
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,250,500,26.817146293376833,0.3489364131960888,1.6919293343982527,1.671264327005994,0.9998023012310865,0.9995453234241096
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,500,1000,22.29576686203999,1.7416002169479945,3.3077263310529545,1.562116950562469,0.9987248446560729,0.9972444041583215
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,1000,1500,14.937270203958644,3.045141564616869,6.231496105258254,2.0662270746845692,0.9944817858878233,0.9870905462735182
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,1500,2500,-0.9269100158236472,2.648129408617475,11.360930354838182,75.46477060040299,0.19265737856755655,0.07663200881882427
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,2500,3500,-0.9474713553443116,0.5944734161504525,10.367081299015426,93.38689550467907,0.06238531752286146,0.02806470559612229
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,3500,5000,-0.3685252742182313,0.7550907542099577,8.418418286739447,65.7390861820756,0.32528662869901365,0.21159191523559273
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,5000,7000,-1.1072402338782403,1.5978732251953325,9.27110418823529,80.46621992072505,0.1282412119942474,0.08649808561497373
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,7000,9000,-0.5748909644953641,0.28816393695743353,7.7536073972602955,45.65961094522405,0.539086193739325,0.45899688780379994
V16.1,1,0,2.972154195011338,11.967739049579755,11.870142781632335,9000,11025,-3.8934884895721322,1.4237904659490868,9.594621153016666,93.51801202338265,0.04663459316025095,0.02609530242514125
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,0,250,22.76498471701631,2.0940570085386736,5.083352931834955,0.9654718441565857,0.9996355566148117,0.9975098482106023
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,250,500,23.09020789298289,-0.2517885266462792,1.2601666932818023,0.7125417836305424,0.999855541394834,0.9995537577935515
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,500,1000,24.187676313477226,0.5014888317138961,2.1809954939175036,0.9666439804845861,0.9993694139638301,0.9987305510291385
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,1000,1500,21.027828923347496,1.024687777849304,2.871395718452383,1.4528808309085002,0.9984117875783277,0.9960629868057029
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,1500,2500,13.041811368585572,1.336181365393008,4.598825558978238,3.2162180080788563,0.9875604670874929,0.97501166034602
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,2500,3500,4.0175345764010455,1.0072850052606082,5.793289446490804,17.942043933503026,0.8881266996866514,0.7877869070881384
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,3500,5000,1.8406654112875875,-0.8472826007831117,6.571688209546969,31.37488125882977,0.7506000070220151,0.6117463241746182
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,5000,7000,1.1235615919587678,-1.9092956590009484,8.167304123145527,40.967349958871296,0.6468865402426852,0.49324727543708263
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,7000,9000,5.718721734709624,0.10860452762313103,5.435113618580383,12.096578844361627,0.9109237243533599,0.8629922237334559
V16.1,3,0,2.972154195011338,16.762131419069615,9.402212890928768,9000,11025,-1.4191872328945396,-0.8587336320977934,8.795265336206358,84.13314230376153,0.1001642684528716,0.06547401803554787
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,0,250,21.507434955642168,2.471807572887984,5.087995219036876,0.5434483360242435,0.9995366994004267,0.9987699020567756
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,250,500,25.609797984793765,0.9596492352236683,1.9678607075860728,0.6932059288915442,0.9997823864157269,0.9992446566144605
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,500,1000,21.56550940993246,2.503933725824245,3.828360907646144,1.4739905316862068,0.9984918739587388,0.9968641833644153
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,1000,1500,20.080782495305787,3.8491199051087444,5.0459697943970685,0.8799934806710868,0.9994806687463429,0.9988018119076739
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,1500,2500,11.320928708560754,3.1721977603298477,4.749202212389994,3.545514158412498,0.9853722215354385,0.9715533550502997
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,2500,3500,5.145933561085696,2.5137179625198223,5.13955169674848,12.426180349858452,0.9345048113707483,0.8408294095799431
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,3500,5000,4.879310969215477,2.005171274009309,5.795778742078513,11.237719234390351,0.9269587665889458,0.8504886091245872
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,5000,7000,5.78615416912549,0.0072805716123058575,6.243411913893368,12.98433983936164,0.9165456307096531,0.8764468500197979
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,7000,9000,5.62705334271042,1.352039989972958,4.949832467508106,8.244040423336001,0.9523435249558037,0.9185414921831498
V16.1,5,0,2.972154195011338,18.025024795245645,8.883171830370028,9000,11025,-2.4653714955816888,-0.3618048808356569,8.900100909899795,92.10666891295745,0.030615579452049617,0.021105552177377137
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,0,250,24.630916172480607,2.262093140146878,4.770232073372155,0.632237744186712,0.9997337816731663,0.9983158524714307
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,250,500,33.805068256530454,0.42129099265830233,1.2006053900858036,0.4265267433888558,0.9999015242640585,0.9998091659742518
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,500,1000,28.782409557457242,0.7018964773803406,1.9526293649961888,0.7240100405843216,0.9996823955374807,0.9993446068373154
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,1000,1500,22.027209220098698,1.2933891563424984,2.805015709160764,1.4193091181915074,0.998510444395358,0.9968819197945666
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,1500,2500,25.238784742788415,0.7450383870086789,2.329738309834671,1.2393677609437006,0.9993209659393807,0.9985723299841417
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,2500,3500,14.643602966150556,0.700313654500572,2.36954776653109,3.4681718555937437,0.992420952556478,0.9827089346837294
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,3500,5000,16.068954674674124,0.12361039235141773,2.043024601140551,3.3735730605622765,0.9941079805671909,0.9875759093680337
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,5000,7000,14.545103004828434,-1.2192443089595715,5.9281598321768705,3.3922741070481597,0.9922032173630786,0.9823107445317326
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,7000,9000,19.990639595591745,-0.08186013307159745,3.9550976883009805,1.9582203240358025,0.9975578076633896,0.9953069335511849
V16.1,7,0,2.972154195011338,24.253176939847517,7.246670414670231,9000,11025,-2.9180842877523827,-1.7790705544196794,7.925765075061395,82.49512144134044,0.13698869015038018,0.09576826439234504
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,0,250,16.813920813419017,2.8678444648258203,5.3675926220265735,0.7218117205940623,0.9996748663995226,0.9930982832664855
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,250,500,21.04631549829172,0.8354433229374396,1.175427832380875,0.31238551507111895,0.9999506466560076,0.9998080516436991
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,500,1000,22.72645627387561,1.0219915514455713,1.8991510322794412,0.7024212457772718,0.99966277630603,0.999155707681923
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,1000,1500,24.820311856272216,0.6696354618932199,2.1454334284925105,1.020424512977157,0.999271961542011,0.9983652923546593
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,1500,2500,21.19468770964062,0.1699852590544124,2.221002371234017,1.072907224901869,0.9991422495137507,0.9981546865202754
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,2500,3500,14.986508490560214,-0.12274431173667795,2.328725297307817,2.6331374791035667,0.9960817890223145,0.9898689197238605
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,3500,5000,16.330413253363105,-0.9806434608156513,1.9985282019255548,1.915930241395021,0.9983880024232362,0.9964186594043786
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,5000,7000,9.199184141257073,-3.0430681744862853,5.912879641761773,7.432241419436457,0.9740177534817497,0.947379939570063
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,7000,9000,12.67841383391109,-1.404855506167591,3.3237269456967358,3.6554154967558774,0.9932413094965549,0.9849791233648525
V16.1,9,0,2.972154195011338,19.711062602646795,7.282218022439557,9000,11025,-0.2447424238697737,-3.5034100626291687,8.526783819703978,68.83033528770032,0.2832685231356903,0.20402195732168288
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,0,250,20.397029690797037,2.150518801595623,4.888464936261812,0.3068112418293617,0.9994522928143825,0.9954313321135831
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,250,500,35.038060831035395,0.4972599674277539,1.2366562434100408,0.25700080099728856,0.9999487689973376,0.9998813161960252
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,500,1000,29.063695059003678,0.968070109338828,2.161596531297736,0.45055611410317414,0.999809184718073,0.9995570850804267
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,1000,1500,24.200673548763234,1.7608548382064166,3.1319128127129066,0.627616663200052,0.9994467964264665,0.9988461555165454
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,1500,2500,19.657600829957474,1.142273029093126,2.4724794007638096,1.1538763826639444,0.9974878302775653,0.9949748779571514
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,2500,3500,22.638014066939085,0.3250961988991765,1.6312330204479022,1.4824231756201764,0.9987028256275715,0.9974187757174436
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,3500,5000,21.412485769246086,-0.3681228422117952,1.2999627585539322,1.1855847759506934,0.9993272411209883,0.9982502261001576
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,5000,7000,13.892007513359196,-1.3487313228342985,3.827748217138129,3.193650751645183,0.9932109941376974,0.985680814725565
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,7000,9000,15.568125362176088,-0.42996268629843537,2.305718199237404,2.7017933910991387,0.9927373818271604,0.9889944048570597
V16.1,11,0,2.972154195011338,25.932571377875547,6.333550238067371,9000,11025,0.6560776669753889,-2.8191838922015213,8.052751239801765,44.19269143974426,0.5863606092383263,0.4723451203742688
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,0,250,20.887554089777236,2.160357042675285,4.558413966142009,0.4116085918556336,0.9998623803370409,0.9988409752768006
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,250,500,27.70940340261933,0.6071270535891308,1.5722720287972827,0.34451157574594493,0.9999057416263932,0.9992177363776588
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,500,1000,22.972806669250033,0.9605523261482595,2.640810609047252,0.9429354147122443,0.9992655380065936,0.9980964906067876
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,1000,1500,22.047660361960478,0.85850570647681,3.0321113341175194,0.56126891843192,0.9998094270185404,0.9994648021992463
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,1500,2500,19.336533845265087,0.4692002721341918,2.558079530582979,1.1149876975987734,0.9979704893275066,0.9953359216574703
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,2500,3500,20.409338345932994,0.1070799829812045,1.7599606634833957,1.0840967092148694,0.9992591753415893,0.9981866739336233
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,3500,5000,20.470062162899918,-0.3336305371818711,1.3898391069750715,1.1138101726140637,0.9994812454286098,0.9984764828068213
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,5000,7000,16.579792683817118,-0.9804522010939063,3.4336641925261104,2.3396440481366882,0.9959296245830853,0.9897195758849648
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,7000,9000,18.108157897751063,-0.7585452385895338,2.2106291374224982,2.2466791952994756,0.9965813531999227,0.9928904646525422
V16.1,13,0,2.972154195011338,23.210811117711707,6.084217692354696,9000,11025,0.6056838645719094,-1.2443462853555245,7.446592012546052,40.90164755152526,0.6056829811555983,0.5065447059841839
